sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device,is_high_sessions,is_high_drives,is_high_total_sessions,is_high_driven_km_drives,is_high_duration_minutes_drives,is_high_total_navigations_fav1,is_high_total_navigations_fav2,sessions_per_day_after_onboarding,total_sessions_per_day_after_onboarding,drives_per_activity_day,drives_per_driving_day,km_per_drive,minutes_per_drive,km_per_driving_day,minutes_per_driving_day,percent_sessions_in_last_month,total_favorite_navigations,has_favorite_navigation,favorite_navigations_per_session,actual_churn,predicted_churn,churn_probability,error_type,predicted_churn_threshold,risk_tier,behavior_cluster
237,192,307.2462794,1110,187,64,8129.390038,6043.058549,4,0,iPhone,0,0,0,0,1,0,0,0.2135135135135135,0.2767984499099099,48.0,0.0,42.34057311458333,31.47426327604167,0.0,0.0,0.7713681690883968,251,1,0.8169342212708337,0,1,0.5062790303380044,False Positive,1,High Risk,2
210,173,310.8953472,2075,22,0,3827.588508,2025.573971,1,0,iPhone,0,0,0,0,0,0,0,0.1012048192771084,0.1498290829879518,173.0,0.0,22.124789063583812,11.708520063583816,0.0,0.0,0.6754684555150525,22,1,0.0707633620063388,1,1,0.4403242479721293,True Positive,1,High Risk,1
105,85,117.4844736,654,2,0,4461.504078,1859.471757,3,3,iPhone,0,0,0,0,0,0,0,0.1605504587155963,0.1796398678899082,28.33333333333333,28.33333333333333,52.48828327058824,21.876138317647055,1487.168026,619.823919,0.8937351190549149,2,1,0.0170235260772364,1,1,0.3949406961823133,True Positive,1,High Risk,2
30,24,520.4517626,433,78,34,3956.794312,2903.20945,3,2,iPhone,0,0,1,0,0,0,0,0.069284064665127,1.2019671191685914,8.0,12.0,164.86642966666668,120.96706041666664,1978.397156,1451.604725,0.0576422296086196,112,1,0.2151976572055133,1,1,0.5134071474953611,True Positive,1,High Risk,2
9,8,58.75689671,33,190,216,1275.363255,596.2865206,7,7,iPhone,0,0,0,0,0,0,1,0.2727272727272727,1.7805120215151515,1.1428571428571428,1.1428571428571428,159.420406875,74.535815075,182.1947507142857,85.18378865714286,0.1531735081997321,406,1,6.909827147676806,0,1,0.4089222206933739,False Positive,1,High Risk,0
16,13,88.79676291,1381,180,2,5200.221194,4260.077929,4,3,iPhone,0,0,0,0,0,0,0,0.0115858073859522,0.0642988869732078,3.25,4.333333333333333,400.0170149230769,327.69830223076923,1733.4070646666669,1420.0259763333331,0.1801867486567816,182,1,2.049624265970891,1,1,0.4058502540220277,True Positive,1,High Risk,2
74,64,86.99259935,446,0,0,7831.97227,640.4517301,2,2,Android,0,0,0,0,0,0,0,0.1659192825112107,0.1950506711883408,32.0,32.0,122.37456671875,10.0070582828125,3915.986135,320.22586505,0.8506470728880455,0,0,0.0,0,1,0.4425462898518287,False Positive,1,High Risk,2
60,60,166.5431386,465,0,22,2263.905376,792.9623008,2,0,Android,0,0,0,0,0,0,0,0.1290322580645161,0.3581572873118279,30.0,0.0,37.73175626666667,13.216038346666666,0.0,0.0,0.3602670185296964,22,1,0.132097906794222,0,1,0.4127823275374017,False Positive,1,High Risk,2
113,90,349.5668109,1280,3,9,3456.735135,714.9558007,2,1,Android,0,0,0,0,0,0,0,0.08828125,0.273099071015625,45.0,90.0,38.40816816666666,7.943953341111111,3456.735135,714.9558007,0.3232572328850914,12,1,0.0343282017223105,1,1,0.4094072295554731,True Positive,1,High Risk,2
3,3,167.3178266,306,0,27,2848.475756,774.8157741,2,2,Android,0,0,0,0,0,0,0,0.0098039215686274,0.5467902830065359,1.5,1.5,949.4919186666666,258.2719247,1424.237878,387.40788705,0.0179299484159089,27,1,0.1613695357431806,0,1,0.4402293579512462,False Positive,1,High Risk,2
307,246,758.5479161,496,580,86,4257.303121,2603.111055,8,8,iPhone,1,1,1,0,0,1,0,0.6189516129032258,1.5293304760080644,30.75,30.75,17.306110247967478,10.58175225609756,532.162890125,325.388881875,0.4047206425381939,666,1,0.8779933157343229,1,1,0.599611098927683,True Positive,1,High Risk,0
191,155,219.1724043,15,688,7,2567.141318,880.6038361,4,4,Android,0,0,0,0,0,1,0,12.733333333333333,14.61149362,38.75,38.75,16.562202051612903,5.681315071612903,641.7853295,220.150959025,0.8714600755055001,695,1,3.171019646472893,0,1,0.7506441479463577,False Positive,1,High Risk,0
492,396,652.6276166,668,41,31,3016.005916,1462.456743,4,3,iPhone,1,1,1,0,0,0,0,0.7365269461077845,0.97698745,99.0,132.0,7.616176555555556,3.693072583333333,1005.3353053333334,487.485581,0.7538755447757127,72,1,0.1103232504549823,1,1,0.5460266936809858,True Positive,1,High Risk,1
92,74,101.5343869,2456,226,19,5946.345364,4068.777614,1,1,iPhone,0,0,0,0,0,0,0,0.0374592833876221,0.0413413627442996,74.0,74.0,80.35601843243244,54.98348127027028,5946.345364,4068.777614,0.9060969668395172,245,1,2.4129756182139315,1,1,0.5916364447942336,True Positive,1,High Risk,2
21,19,26.13801113,1216,214,30,4504.912101,3686.216307,2,2,iPhone,0,0,0,0,0,0,0,0.0172697368421052,0.0214950749424342,9.5,9.5,237.1006368947368,194.01138457894737,2252.4560505,1843.1081535,0.8034276171799917,244,1,9.335063742472284,1,1,0.4545159795031168,True Positive,1,High Risk,2
23,19,37.69777373,543,0,5,5004.42157,3815.917125,2,0,iPhone,0,0,0,0,0,0,0,0.0423572744014733,0.0694249976611418,9.5,0.0,263.39060894736843,200.83774342105264,0.0,0.0,0.610115604298843,5,1,0.1326338270214876,1,1,0.3954348107228536,True Positive,1,High Risk,2
2,2,270.0880682,2179,6,6,4718.527389,3585.770761,2,2,Android,0,0,0,0,0,0,0,0.0009178522257916,0.1239504672785681,1.0,1.0,2359.2636945,1792.8853805,2359.2636945,1792.8853805,0.0074049920580682,12,1,0.0444299523484095,0,1,0.4433432199208862,False Positive,1,High Risk,2
10,10,245.4863267,39,5,0,5272.033575,3752.858246,5,4,Android,0,0,0,0,0,0,0,0.2564102564102564,6.294521197435897,2.0,2.5,527.2033575,375.2858246,1318.00839375,938.2145615,0.0407354663472586,5,1,0.0203677331736293,0,1,0.5765442414376685,False Positive,1,High Risk,0
130,104,162.1809015,273,143,0,7213.989089,5871.153172,5,5,iPhone,0,0,0,0,1,0,0,0.4761904761904761,0.5940692362637363,20.8,20.8,69.36527970192307,56.45339588461539,1442.7978177999998,1174.2306344,0.8015740373720884,143,1,0.8817314411092974,1,1,0.48230950871933,True Positive,1,High Risk,0
18,18,197.7664549,1517,200,9,3771.957224,1639.140405,2,2,iPhone,0,0,0,0,0,0,0,0.011865524060646,0.1303668127224785,9.0,9.0,209.55317911111112,91.06335583333332,1885.978612,819.5702025,0.0910164466926488,209,1,1.0568020754868674,0,1,0.403446819406114,False Positive,1,High Risk,2
1,1,79.44161428,2681,0,0,3506.121246,1981.929117,1,1,Android,0,0,0,0,0,0,0,0.000372995151063,0.02963133691906,1.0,1.0,3506.121246,1981.929117,3506.121246,1981.929117,0.0125878610230074,0,0,0.0,0,1,0.4531010091705811,False Positive,1,High Risk,2
73,61,145.75604,411,334,1,1381.749655,739.1705994,5,1,iPhone,0,0,0,0,0,0,0,0.1776155717761557,0.3546375669099757,12.2,61.0,22.65163368852459,12.117550809836066,1381.749655,739.1705994,0.500836877840534,335,1,2.2983610147476563,0,1,0.4738661007228109,False Positive,1,High Risk,2
80,67,135.3616177,2020,0,23,4081.457422,2180.242054,1,1,iPhone,0,0,0,0,0,0,0,0.0396039603960396,0.0670107018316831,67.0,67.0,60.91727495522388,32.540926179104474,4081.457422,2180.242054,0.5910094852538098,23,1,0.1699152270104703,1,1,0.4923436403765451,True Positive,1,High Risk,2
15,15,115.6572458,811,6,0,3090.907194,1572.509162,6,1,iPhone,0,0,0,0,0,0,0,0.0184956843403205,0.1426106606658446,2.5,15.0,206.0604796,104.83394413333332,3090.907194,1572.509162,0.1296935604530883,6,1,0.0518774241812353,0,1,0.383595103956746,False Positive,1,High Risk,2
334,267,562.0904605,2839,375,47,2005.001199,1227.10759,1,1,iPhone,1,1,1,0,0,0,0,0.1176470588235294,0.1979888906305036,267.0,267.0,7.509367786516854,4.595908576779027,2005.001199,1227.10759,0.5942104046791593,422,1,0.7507688346545067,1,1,0.5856559726815765,True Positive,1,High Risk,1
2,2,195.9733515,7,121,32,3274.288869,1662.522324,6,1,iPhone,0,0,0,0,0,0,0,0.2857142857142857,27.99619307142857,0.3333333333333333,2.0,1637.1444345,831.261162,3274.288869,1662.522324,0.0102054691859469,153,1,0.7807183927249415,0,1,0.7227801989324316,False Positive,1,High Risk,2
164,135,176.3300871,1436,171,20,14895.50431,7165.42677,5,4,iPhone,0,0,0,1,1,0,0,0.1142061281337047,0.1227925397632311,27.0,33.75,110.33706896296296,53.07723533333333,3723.8760775,1791.3566925,0.9300738331002616,191,1,1.083195744647256,0,1,0.4662576747882318,False Positive,1,High Risk,2
38,31,253.9617334,1526,1,0,9023.144411,6682.995888,1,0,iPhone,0,0,0,1,1,0,0,0.0249017038007863,0.1664231542595019,31.0,0.0,291.0691745483871,215.58051251612903,0.0,0.0,0.1496288416812325,1,1,0.0039376010968745,0,1,0.3836038479446063,False Positive,1,High Risk,2
0,0,51.32181532,728,192,3,12316.76797,7880.078907,6,3,iPhone,0,0,0,1,1,0,0,0.0,0.070496999065934,0.0,0.0,0.0,0.0,4105.589323333334,2626.692969,0.0,195,1,3.799553830747077,1,1,0.4811480897363258,True Positive,1,High Risk,2
320,256,617.5976831,2572,136,56,529.5620565,383.0663935,2,2,iPhone,1,1,1,0,0,0,0,0.1244167962674961,0.2401235159797823,128.0,128.0,2.068601783203125,1.496353099609375,264.78102825,191.53319675,0.5181366587934338,192,1,0.3108819952760603,1,1,0.4252466153070797,True Positive,1,High Risk,1
89,71,443.7030058,1280,68,0,7371.411993,1955.470583,3,3,iPhone,0,0,0,0,0,0,0,0.06953125,0.34664297328125,23.666666666666668,23.666666666666668,103.82270412676056,27.541839197183094,2457.137331,651.8235276666667,0.2005846226791551,68,1,0.1532556667660961,1,1,0.3855177564865505,True Positive,1,High Risk,2
110,110,225.4732398,714,209,29,2240.371618,884.6034099,2,2,iPhone,0,0,0,0,0,0,0,0.1540616246498599,0.3157888512605042,55.0,55.0,20.36701470909091,8.041849180909091,1120.185809,442.30170495,0.4878627729728484,238,1,1.0555576360685266,1,1,0.5100946671280839,True Positive,1,High Risk,2
104,84,162.2346456,77,313,0,1127.9116,438.840909,1,0,iPhone,0,0,0,0,0,0,0,1.3506493506493509,2.1069434493506494,84.0,0.0,13.427519047619048,5.224296535714286,0.0,0.0,0.6410467974665456,313,1,1.9293043039137383,0,1,0.6840465182931524,False Positive,1,High Risk,2
189,165,456.4779306,2507,45,98,2614.41893,1724.436522,1,0,Android,0,0,1,0,0,0,0,0.0753889110490626,0.1820813444754686,165.0,0.0,15.844963212121211,10.451130436363636,0.0,0.0,0.4140397318914764,143,1,0.3132681569337626,1,1,0.4224063658787501,True Positive,1,High Risk,1
69,57,178.4025544,156,201,56,2096.982706,618.7695007,7,2,iPhone,0,0,0,0,0,0,0,0.4423076923076923,1.143606117948718,8.142857142857142,28.5,36.78917028070176,10.855605275438595,1048.491353,309.38475035,0.3867657625870854,257,1,1.4405623331142168,0,1,0.4304925026341064,False Positive,1,High Risk,0
109,88,172.1277273,1372,242,5,1421.476358,1033.488376,0,0,Android,0,0,0,0,0,0,0,0.0794460641399417,0.1254575271865889,0.0,0.0,16.15314043181818,11.744186090909093,0.0,0.0,0.6332506779109724,247,1,1.4349808939817448,0,1,0.3968794142066444,False Positive,1,High Risk,2
130,104,251.0600024,35,218,16,4683.194736,1227.304682,6,1,iPhone,0,0,0,0,0,0,0,3.7142857142857135,7.173142925714286,17.333333333333332,104.0,45.03071861538462,11.801006557692308,4683.194736,1227.304682,0.5178045039324034,234,1,0.932048107078326,1,1,0.6463421574308993,True Positive,1,High Risk,2
199,161,429.8246641,711,0,0,2840.981434,1202.261944,0,0,Android,0,0,0,0,0,0,0,0.279887482419128,0.6045353925457103,0.0,0.0,17.645847416149067,7.467465490683231,0.0,0.0,0.4629794812186535,0,0,0.0,0,1,0.3977406639049041,False Positive,1,High Risk,2
41,41,92.58088788,3235,154,15,5825.401229,3853.456521,1,1,iPhone,0,0,0,0,0,0,0,0.0126738794435857,0.0286185124822256,41.0,41.0,142.08295680487805,93.98674441463416,5825.401229,3853.456521,0.4428559818214609,169,1,1.8254307543372417,0,1,0.4565547424265429,False Positive,1,High Risk,2
249,210,261.3237777,1545,172,0,2478.172471,704.5479181,1,1,iPhone,1,1,0,0,0,0,0,0.1611650485436893,0.1691416036893203,210.0,210.0,11.80082129047619,3.354990086190476,2478.172471,704.5479181,0.9528409630058704,172,1,0.658187331875541,0,1,0.5748657237759609,False Positive,1,High Risk,1
77,62,151.6388,859,566,34,897.6472399,290.1209559,5,3,iPhone,0,0,0,0,0,1,0,0.089639115250291,0.1765294528521536,12.4,20.666666666666668,14.478181288709678,4.679370256451613,299.21574663333337,96.7069853,0.5077856063223924,600,1,3.9567709583563047,0,1,0.4766950083320902,False Positive,1,High Risk,0
21,17,21.70541048,955,237,0,4941.263002,4039.858166,2,0,iPhone,0,0,0,0,0,0,0,0.0219895287958115,0.022728178513089,8.5,0.0,290.66252952941176,237.63871564705883,0.0,0.0,0.9675007076853032,237,1,10.91893655816271,1,1,0.3879090920319095,True Positive,1,High Risk,2
4,3,113.8187866,1830,233,0,9624.439528,3213.049582,6,0,Android,0,0,0,1,0,0,0,0.0021857923497267,0.0621960582513661,0.5,0.0,3208.1465093333336,1071.0165273333334,0.0,0.0,0.0351435832298707,233,1,2.0471137231399723,0,1,0.3975336701670881,False Positive,1,High Risk,2
347,280,533.3071288,2733,455,48,4985.929928,3746.82344,4,3,iPhone,1,1,1,0,0,1,0,0.1269667032564947,0.1951361612879619,70.0,93.33333333333331,17.806892599999998,13.381512285714289,1661.9766426666663,1248.9411466666668,0.650656969054189,503,1,0.9431713413090982,0,1,0.553561603568677,False Positive,1,High Risk,1
50,41,74.22076898,108,0,0,1895.956842,1023.494978,3,0,iPhone,0,0,0,0,0,0,0,0.4629629629629629,0.6872293424074074,13.666666666666666,0.0,46.24284980487805,24.963292146341463,0.0,0.0,0.673665884726596,0,0,0.0,1,1,0.4127130328804022,True Positive,1,High Risk,2
85,72,93.46737935,1155,0,30,2579.296611,1809.421598,2,2,Android,0,0,0,0,0,0,0,0.0735930735930736,0.0809241379653679,36.0,36.0,35.82356404166667,25.130855527777776,1289.6483055,904.710799,0.9094081870179236,30,1,0.3209675954180906,0,1,0.3987238896249965,False Positive,1,High Risk,2
2,2,131.9262005,856,196,0,3688.769793,2840.16608,7,4,iPhone,0,0,0,0,0,0,0,0.0023364485981308,0.1541193931074766,0.2857142857142857,0.5,1844.3848965,1420.08304,922.19244825,710.04152,0.015159990907189,196,1,1.4856791089045274,1,1,0.41660697011139,True Positive,1,High Risk,0
489,391,504.6170537,385,15,53,7363.263076,3418.281276,2,2,iPhone,1,1,1,0,0,0,0,1.2701298701298702,1.310693645974026,195.5,195.5,18.831874874680302,8.742407355498722,3681.631538,1709.140638,0.9690516727774235,68,1,0.1347556518381693,0,1,0.6919791659931082,False Positive,1,High Risk,1
145,117,360.2707198,686,140,0,4539.253584,1672.17894,4,0,iPhone,0,0,0,0,0,0,0,0.2113702623906705,0.5251759763848396,29.25,0.0,38.79703917948718,14.292127692307693,0.0,0.0,0.4024751167136064,140,1,0.3885966644131372,0,1,0.4388729309273446,False Positive,1,High Risk,2
61,60,167.8653029,358,87,0,4965.744645,3185.525994,7,3,iPhone,0,0,0,0,0,0,0,0.1703910614525139,0.4688974941340781,8.571428571428571,20.0,82.76241075,53.0920999,1655.2482149999998,1061.841998,0.3633865899991177,87,1,0.5182726775397253,1,1,0.4027434539942005,True Positive,1,High Risk,0
93,74,177.8062629,2186,128,0,6574.535826,3754.526856,1,1,Android,0,0,0,0,0,0,0,0.0425434583714547,0.0813386381061299,74.0,74.0,88.84507872972974,50.73684940540541,6574.535826,3754.526856,0.52304119373064,128,1,0.7198846537367948,1,1,0.5747091448926847,True Positive,1,High Risk,2
24,23,86.50610322,1225,235,128,2951.301611,1752.893583,0,0,iPhone,0,0,0,0,0,0,1,0.0195918367346938,0.0706172271183673,0.0,0.0,128.31746134782608,76.21276447826087,0.0,0.0,0.2774370721446537,363,1,4.196235716187887,1,1,0.436121442848695,True Positive,1,High Risk,2
99,84,108.4725494,282,0,0,2592.232537,2140.397258,2,0,iPhone,0,0,0,0,0,0,0,0.351063829787234,0.3846544304964539,42.0,0.0,30.859911154761903,25.48091973809524,0.0,0.0,0.9126733035003232,0,0,0.0,1,1,0.4670654795259131,True Positive,1,High Risk,2
61,49,101.4661896,39,129,12,4226.897224,2790.46712,0,0,Android,0,0,0,0,0,0,0,1.564102564102564,2.601697169230769,0.0,0.0,86.26320865306123,56.94830857142857,0.0,0.0,0.6011854810008554,141,1,1.3896254560839445,1,1,0.5329791864116733,True Positive,1,High Risk,2
35,28,244.3799463,311,13,67,3804.536969,1535.086439,0,0,Android,0,0,0,0,0,0,0,0.112540192926045,0.7857876086816721,0.0,0.0,135.87632032142858,54.82451567857142,0.0,0.0,0.1432196075410955,80,1,0.3273591029510755,0,1,0.4382736756364088,False Positive,1,High Risk,2
16,13,29.77721257,171,68,42,1887.210356,1526.275648,0,0,Android,0,0,0,0,0,0,0,0.0935672514619883,0.1741357460233918,0.0,0.0,145.1700273846154,117.40581907692308,0.0,0.0,0.5373236316994865,110,1,3.69409996793397,1,1,0.4178744581014734,True Positive,1,High Risk,2
241,194,377.120612,799,77,50,3519.925748,2783.402997,3,2,Android,0,0,0,0,0,0,0,0.3016270337922403,0.4719907534418022,64.66666666666667,97.0,18.14394715463917,14.34743812886598,1759.962874,1391.7014985,0.6390528449821247,127,1,0.3367622876046881,0,1,0.5342585803394934,False Positive,1,High Risk,1
103,83,291.737426,1817,172,94,2076.774494,1506.8389,1,0,Android,0,0,0,0,0,0,0,0.0566868464501926,0.1605599482663731,83.0,0.0,25.02137944578313,18.154685542168675,0.0,0.0,0.3530572042546231,266,1,0.911778799337182,0,1,0.4927701242858941,False Positive,1,High Risk,2
104,84,159.6103313,552,45,0,3478.334027,2306.809717,3,3,iPhone,0,0,0,0,0,0,0,0.1884057971014492,0.2891491509057971,28.0,28.0,41.408738416666665,27.46202044047619,1159.4446756666666,768.9365723333334,0.6515868938616757,45,1,0.2819366367670712,0,1,0.4250040935797635,False Positive,1,High Risk,2
12,11,145.7008117,1792,186,35,11555.63334,7266.100404,3,3,iPhone,0,0,0,1,1,0,0,0.0066964285714285,0.0813062565290178,3.6666666666666665,3.6666666666666665,1050.512121818182,660.5545821818182,3851.87778,2422.033468,0.0823605569522026,221,1,1.5168069238697317,1,1,0.5066036735174805,True Positive,1,High Risk,2
103,86,575.6082655,658,81,0,1706.321081,878.9814051,4,0,Android,0,0,1,0,0,0,0,0.1565349544072948,0.8747845980243162,21.5,0.0,19.840942802325586,10.220714012790696,0.0,0.0,0.1789411413516264,81,1,0.1407207033930265,1,1,0.4029011349311316,True Positive,1,High Risk,2
174,151,181.187455,2255,103,31,2647.541976,561.3447961,2,0,iPhone,0,0,0,0,0,0,0,0.0771618625277161,0.0803492039911308,75.5,0.0,17.533390569536422,3.7175152059602654,0.0,0.0,0.9603313871813036,134,1,0.7395655510476705,0,1,0.3969834799252684,False Positive,1,High Risk,2
42,34,320.2999606,411,91,94,4401.772867,2422.378672,5,5,iPhone,0,0,0,0,0,0,0,0.1021897810218978,0.7793186389294404,6.8,6.8,129.46390785294116,71.24643152941177,880.3545733999999,484.4757344,0.1311270845033004,185,1,0.5775835865026329,1,1,0.4001711784625661,True Positive,1,High Risk,0
83,66,114.2850854,2361,167,31,3462.494815,2179.023333,1,1,Android,0,0,0,0,0,0,0,0.0351545955103769,0.048405372892842,66.0,66.0,52.46204265151516,33.015505045454546,3462.494815,2179.023333,0.7262539963941786,198,1,1.732509533566836,1,1,0.5084890282896933,True Positive,1,High Risk,2
47,44,82.20245124,1988,122,9,3764.396018,3118.099065,1,0,iPhone,0,0,0,0,0,0,0,0.0236418511066398,0.0413493215492957,44.0,0.0,85.55445495454545,70.86588784090908,0.0,0.0,0.5717591056108268,131,1,1.593626443298262,0,1,0.3830391533755338,False Positive,1,High Risk,2
296,296,359.8986539,733,190,34,6266.276686,3028.444388,2,2,Android,1,1,0,0,0,0,0,0.4038199181446112,0.4909940708049113,148.0,148.0,21.16985366891892,10.23123104054054,3133.138343,1514.222194,0.822453756890809,224,1,0.6223974376470987,1,1,0.6926531818806025,True Positive,1,High Risk,1
302,261,324.3781993,1358,0,21,4812.569475,2181.128415,3,0,iPhone,1,1,0,0,0,0,0,0.2223858615611192,0.2388646533873343,87.0,0.0,18.43896350574713,8.356813850574714,0.0,0.0,0.9310120120640302,21,1,0.0647392458720021,1,1,0.4977915851074343,True Positive,1,High Risk,1
328,263,456.8128437,2337,34,0,1753.89979,1426.74742,3,3,iPhone,1,1,1,0,0,0,0,0.1403508771929824,0.1954697662387676,87.66666666666667,87.66666666666667,6.668820494296578,5.424895133079848,584.6332633333333,475.5824733333333,0.7180183406038503,34,1,0.0744287304284479,0,1,0.3861021170168858,False Positive,1,High Risk,1
23,22,45.22134271,576,0,72,1412.360856,628.7997474,1,0,iPhone,0,0,0,0,0,0,0,0.0399305555555555,0.0785092755381944,22.0,0.0,64.19822072727273,28.5818067,0.0,0.0,0.5086094003775324,72,1,1.5921685577035798,1,1,0.39716538276984,True Positive,1,High Risk,2
180,151,197.8725374,63,45,0,2947.974053,1903.225858,2,2,iPhone,0,0,0,0,0,0,0,2.857142857142857,3.140833926984127,75.5,75.5,19.523006973509933,12.604144754966889,1473.9870265,951.612929,0.9096765138061044,45,1,0.2274191284515261,0,1,0.6397702516196864,False Positive,1,High Risk,2
31,26,75.08860406,399,213,0,3654.701037,2791.62033,7,3,Android,0,0,0,0,0,0,0,0.0776942355889724,0.1881919901253132,3.7142857142857135,8.666666666666666,140.5654245,107.3700126923077,1218.233679,930.54011,0.4128456027126202,213,1,2.8366488186383263,0,1,0.3992551634380322,False Positive,1,High Risk,0
30,25,45.50791893,1232,168,42,2584.471406,596.9097053,1,1,iPhone,0,0,0,0,0,0,0,0.0243506493506493,0.0369382458847402,25.0,25.0,103.37885624,23.876388212,2584.471406,596.9097053,0.6592259260667537,210,1,4.614581482467275,0,1,0.4281877169577047,False Positive,1,High Risk,2
167,134,344.024169,1504,27,24,2815.319422,446.0344234,2,2,iPhone,0,0,0,0,0,0,0,0.1110372340425532,0.2287394740691489,67.0,67.0,21.009846432835825,3.3286151,1407.659711,223.0172117,0.485431010517171,51,1,0.1482453984214115,0,1,0.3966150379223295,False Positive,1,High Risk,2
72,72,138.0038142,1326,106,135,3825.296907,1181.527143,3,0,iPhone,0,0,0,0,0,0,1,0.0542986425339366,0.1040752746606334,24.0,0.0,53.12912370833333,16.410099208333335,0.0,0.0,0.5217247104174604,241,1,1.746328544591777,0,1,0.3991974067853719,False Positive,1,High Risk,2
179,145,418.3323715,1339,190,0,1653.153953,1355.51649,7,1,iPhone,0,0,0,0,0,0,0,0.133681852128454,0.3124214873039582,20.714285714285715,145.0,11.401061744827588,9.348389586206896,1653.153953,1355.51649,0.4278894300198807,190,1,0.4541843111942868,0,1,0.387451479371632,False Positive,1,High Risk,1
34,27,273.6645705,1339,311,48,3954.795579,1814.466301,4,4,iPhone,0,0,0,0,0,0,0,0.0253920836445108,0.2043798136669156,6.75,6.75,146.47391033333335,67.20245559259259,988.69889475,453.61657525,0.1242396848736398,359,1,1.3118249079304911,1,1,0.3916744204042411,True Positive,1,High Risk,0
108,87,292.687545,1223,255,231,808.0673415,655.3037939,4,4,iPhone,0,0,0,0,0,0,1,0.0883074407195421,0.2393193336058871,21.75,21.75,9.288130362068966,7.532227516091954,202.016835375,163.825948475,0.3689941777331181,486,1,1.660473799799031,1,1,0.429001762528426,True Positive,1,High Risk,0
70,57,161.9736632,256,265,0,1813.716442,1028.167929,4,2,iPhone,0,0,0,0,0,0,0,0.2734375,0.632709621875,14.25,28.5,31.819586701754385,18.038033842105264,906.858221,514.0839645,0.4321690243775384,265,1,1.6360684494292526,0,1,0.4759315621209858,False Positive,1,High Risk,2
12,11,351.166963,1030,93,10,6668.262137,5111.870171,4,4,iPhone,0,0,0,0,1,0,0,0.0116504854368932,0.3409387990291262,2.75,2.75,606.2056488181818,464.715470090909,1667.06553425,1277.96754275,0.0341717794222003,103,1,0.2933077733738865,0,1,0.4236622457273346,False Positive,1,High Risk,2
216,173,287.3986801,1514,163,0,2528.90548,526.3664353,2,1,iPhone,0,0,0,0,0,0,0,0.142668428005284,0.189827397688243,86.5,173.0,14.617950751445086,3.042580550867052,2528.90548,526.3664353,0.7515692136263225,163,1,0.5671563973198637,1,1,0.501803530237207,True Positive,1,High Risk,1
53,43,214.8979867,381,0,0,1012.974379,782.6557957,1,0,iPhone,0,0,0,0,0,0,0,0.1391076115485564,0.5640367104986876,43.0,0.0,23.55754369767442,18.201297574418604,0.0,0.0,0.2466286483827724,0,0,0.0,0,1,0.4661910148008987,False Positive,1,High Risk,2
306,245,386.0955458,2561,343,6,5254.543965,3823.081007,6,3,iPhone,1,1,0,0,0,0,0,0.1194845763373682,0.1507596820773135,40.833333333333336,81.66666666666667,21.447118224489795,15.60441227346939,1751.514655,1274.3603356666667,0.7925499357055779,349,1,0.9039213318994987,0,1,0.4383978203349819,False Positive,1,High Risk,1
19,17,71.39293107,593,134,6,7207.426122,4082.902239,9,3,Android,0,0,0,0,0,0,0,0.0320404721753794,0.1203928011298482,1.8888888888888888,5.666666666666667,423.9662424705882,240.1707199411765,2402.475374,1360.967413,0.2661327909533607,140,1,1.960978459656342,0,1,0.387524887690358,False Positive,1,High Risk,0
203,163,380.2471899,2807,0,71,4737.969469,2980.957507,2,2,iPhone,0,0,0,0,0,0,0,0.0723192019950124,0.1354639080513003,81.5,81.5,29.06729735582822,18.288082865030677,2368.9847345,1490.4787535,0.533863248413187,71,1,0.1867206435336762,0,1,0.4102667327752529,False Positive,1,High Risk,1
30,30,83.30801155,2040,84,33,4029.517896,2528.217052,1,1,iPhone,0,0,0,0,0,0,0,0.0147058823529411,0.0408372605637254,30.0,30.0,134.3172632,84.27390173333333,4029.517896,2528.217052,0.3601094233535334,117,1,1.4044267510787802,0,1,0.4804373633016842,False Positive,1,High Risk,2
15,13,293.0832287,1549,153,46,2882.762279,1976.428329,2,2,iPhone,0,0,0,0,0,0,0,0.0096836668818592,0.1892080236927049,6.5,6.5,221.75094453846157,152.0329483846154,1441.3811395,988.2141645,0.0511800012117172,199,1,0.6789880160754487,0,1,0.4005097846921027,False Positive,1,High Risk,2
123,101,132.2958919,39,131,71,6705.948276,1319.847024,1,0,iPhone,0,0,0,0,0,0,0,3.1538461538461537,3.392202356410256,101.0,0.0,66.39552748514852,13.067792316831682,0.0,0.0,0.929734084962921,202,1,1.5268803671748783,1,1,0.7040868044295824,True Positive,1,High Risk,2
24,19,99.05438257,1870,0,33,7075.618448,1883.055827,1,1,iPhone,0,0,0,0,0,0,0,0.0128342245989304,0.0529702580588235,19.0,19.0,372.4009709473684,99.10820142105264,7075.618448,1883.055827,0.2422911473204087,33,1,0.333150327565562,0,1,0.4448462661392234,False Positive,1,High Risk,2
81,69,166.6333212,93,115,42,5366.331403,4075.70817,9,3,Android,0,0,0,0,0,0,0,0.8709677419354839,1.791756141935484,7.666666666666667,23.0,77.77291888405797,59.068234347826085,1788.7771343333334,1358.56939,0.4860972548388479,157,1,0.9421885062925816,1,1,0.4694632569103905,True Positive,1,High Risk,0
